sample_id,environment,ros2_pub_command,raw_rrt,raw_llm,s_u,s_x
1457,"{""start"":{""x"":1.66,""y"":2.8,""z"":-0.25},""goal"":{""x"":0.14,""y"":3.27,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.13,1.36,-0.75],""max_corner"":[3.71,1.82,0.25],""size"":[0.58,0.46,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.13,1.36,-0.75],\""max_corner\"":[3.71,1.82,0.25],\""size\"":[0.58,0.46,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.66,""y"":2.8,""z"":-0.25},{""x"":0.14,""y"":3.27,""z"":-0.25}]","[{""x"":1.66,""y"":2.8,""z"":-0.25},{""x"":0.14,""y"":3.27,""z"":-0.25}]",0.0,0.0
1458,"{""start"":{""x"":2.2,""y"":1.68,""z"":-0.25},""goal"":{""x"":3.12,""y"":0.77,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.11,3.14,-0.75],""max_corner"":[2.76,3.61,0.25],""size"":[0.66,0.47,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.04,0.99,-0.75],""max_corner"":[0.35,1.36,0.25],""size"":[0.31,0.36,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.38,2.91,-0.75],""max_corner"":[0.86,3.24,0.25],""size"":[0.48,0.34,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.34,0.17,-0.75],""max_corner"":[2.02,0.61,0.25],""size"":[0.68,0.44,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.11,3.14,-0.75],\""max_corner\"":[2.76,3.61,0.25],\""size\"":[0.66,0.47,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.04,0.99,-0.75],\""max_corner\"":[0.35,1.36,0.25],\""size\"":[0.31,0.36,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.38,2.91,-0.75],\""max_corner\"":[0.86,3.24,0.25],\""size\"":[0.48,0.34,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.34,0.17,-0.75],\""max_corner\"":[2.02,0.61,0.25],\""size\"":[0.68,0.44,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.2,""y"":1.68,""z"":-0.25},{""x"":3.12,""y"":0.77,""z"":-0.25}]","[{""x"":2.2,""y"":1.68,""z"":-0.25},{""x"":3.12,""y"":0.77,""z"":-0.25}]",0.0,0.0
1459,"{""start"":{""x"":1.35,""y"":1.43,""z"":-0.25},""goal"":{""x"":3.45,""y"":1.88,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.34,0.74,-0.75],""max_corner"":[0.9,1.11,0.25],""size"":[0.56,0.37,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.6,2.29,-0.75],""max_corner"":[1.95,2.87,0.25],""size"":[0.35,0.59,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.08,1.71,-0.75],""max_corner"":[0.5,1.97,0.25],""size"":[0.41,0.26,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.34,0.74,-0.75],\""max_corner\"":[0.9,1.11,0.25],\""size\"":[0.56,0.37,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.6,2.29,-0.75],\""max_corner\"":[1.95,2.87,0.25],\""size\"":[0.35,0.59,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.08,1.71,-0.75],\""max_corner\"":[0.5,1.97,0.25],\""size\"":[0.41,0.26,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.35,""y"":1.43,""z"":-0.25},{""x"":3.45,""y"":1.88,""z"":-0.25}]","[{""x"":1.35,""y"":1.43,""z"":-0.25},{""x"":3.45,""y"":1.88,""z"":-0.25}]",0.0,0.0
1460,"{""start"":{""x"":0.64,""y"":0.63,""z"":-0.25},""goal"":{""x"":0.71,""y"":1.86,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.43,1.04,-0.75],""max_corner"":[1.83,1.4,0.25],""size"":[0.4,0.36,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.43,1.04,-0.75],\""max_corner\"":[1.83,1.4,0.25],\""size\"":[0.4,0.36,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.64,""y"":0.63,""z"":-0.25},{""x"":0.71,""y"":1.86,""z"":-0.25}]","[{""x"":0.64,""y"":0.63,""z"":-0.25},{""x"":0.71,""y"":1.86,""z"":-0.25}]",0.0,0.0
1461,"{""start"":{""x"":2.96,""y"":1.36,""z"":-0.25},""goal"":{""x"":0.42,""y"":2.24,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.12,0.11,-0.75],""max_corner"":[1.6,0.77,0.25],""size"":[0.48,0.66,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.04,2.09,-0.75],""max_corner"":[1.39,2.54,0.25],""size"":[0.35,0.44,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.12,0.11,-0.75],\""max_corner\"":[1.6,0.77,0.25],\""size\"":[0.48,0.66,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.04,2.09,-0.75],\""max_corner\"":[1.39,2.54,0.25],\""size\"":[0.35,0.44,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.96,""y"":1.36,""z"":-0.25},{""x"":0.71,""y"":1.3,""z"":-0.25},{""x"":0.42,""y"":2.24,""z"":-0.25}]","[{""x"":2.96,""y"":1.36,""z"":-0.25},{""x"":0.42,""y"":1.57,""z"":-0.25},{""x"":0.42,""y"":2.24,""z"":-0.25}]",0.402172,0.266429
1462,"{""start"":{""x"":0.89,""y"":1.1,""z"":-0.25},""goal"":{""x"":1.15,""y"":3.9,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.0,0.42,-0.75],""max_corner"":[3.26,1.07,0.25],""size"":[0.26,0.65,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.64,3.16,-0.75],""max_corner"":[2.01,3.41,0.25],""size"":[0.37,0.25,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.51,1.53,-0.75],""max_corner"":[3.05,2.27,0.25],""size"":[0.54,0.74,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[2.4,3.16,-0.75],""max_corner"":[3.04,3.49,0.25],""size"":[0.63,0.33,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.0,0.42,-0.75],\""max_corner\"":[3.26,1.07,0.25],\""size\"":[0.26,0.65,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.64,3.16,-0.75],\""max_corner\"":[2.01,3.41,0.25],\""size\"":[0.37,0.25,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.51,1.53,-0.75],\""max_corner\"":[3.05,2.27,0.25],\""size\"":[0.54,0.74,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[2.4,3.16,-0.75],\""max_corner\"":[3.04,3.49,0.25],\""size\"":[0.63,0.33,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.89,""y"":1.1,""z"":-0.25},{""x"":1.15,""y"":3.9,""z"":-0.25}]","[{""x"":0.89,""y"":1.1,""z"":-0.25},{""x"":1.15,""y"":3.9,""z"":-0.25}]",0.0,0.0
1463,"{""start"":{""x"":1.96,""y"":3.82,""z"":-0.25},""goal"":{""x"":0.9,""y"":2.15,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.96,""y"":3.82,""z"":-0.25},{""x"":0.9,""y"":2.15,""z"":-0.25}]","[{""x"":1.96,""y"":3.82,""z"":-0.25},{""x"":0.9,""y"":2.15,""z"":-0.25}]",0.0,0.0
1464,"{""start"":{""x"":1.77,""y"":1.68,""z"":-0.25},""goal"":{""x"":2.56,""y"":0.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.18,0.05,-0.75],""max_corner"":[3.52,0.58,0.25],""size"":[0.34,0.54,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.6,0.89,-0.75],""max_corner"":[1.04,1.22,0.25],""size"":[0.44,0.33,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.25,1.04,-0.75],""max_corner"":[2.81,1.64,0.25],""size"":[0.55,0.6,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.18,0.05,-0.75],\""max_corner\"":[3.52,0.58,0.25],\""size\"":[0.34,0.54,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.6,0.89,-0.75],\""max_corner\"":[1.04,1.22,0.25],\""size\"":[0.44,0.33,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.25,1.04,-0.75],\""max_corner\"":[2.81,1.64,0.25],\""size\"":[0.55,0.6,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.77,""y"":1.68,""z"":-0.25},{""x"":1.65,""y"":0.84,""z"":-0.25},{""x"":1.9,""y"":0.59,""z"":-0.25},{""x"":2.56,""y"":0.25,""z"":-0.25}]","[{""x"":1.77,""y"":1.68,""z"":-0.25},{""x"":1.77,""y"":0.63,""z"":-0.25},{""x"":2.56,""y"":0.25,""z"":-0.25}]",0.272086,0.145741
1465,"{""start"":{""x"":2.22,""y"":0.11,""z"":-0.25},""goal"":{""x"":2.97,""y"":2.74,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.66,0.18,-0.75],""max_corner"":[1.02,0.87,0.25],""size"":[0.36,0.69,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.76,2.87,-0.75],""max_corner"":[1.32,3.16,0.25],""size"":[0.56,0.3,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.82,2.68,-0.75],""max_corner"":[1.29,2.97,0.25],""size"":[0.47,0.29,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.66,0.18,-0.75],\""max_corner\"":[1.02,0.87,0.25],\""size\"":[0.36,0.69,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.76,2.87,-0.75],\""max_corner\"":[1.32,3.16,0.25],\""size\"":[0.56,0.3,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.82,2.68,-0.75],\""max_corner\"":[1.29,2.97,0.25],\""size\"":[0.47,0.29,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.22,""y"":0.11,""z"":-0.25},{""x"":2.97,""y"":2.74,""z"":-0.25}]","[{""x"":2.22,""y"":0.11,""z"":-0.25},{""x"":2.97,""y"":2.74,""z"":-0.25}]",0.0,0.0
1466,"{""start"":{""x"":1.84,""y"":2.82,""z"":-0.25},""goal"":{""x"":0.19,""y"":3.37,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.84,""y"":2.82,""z"":-0.25},{""x"":0.19,""y"":3.37,""z"":-0.25}]","[{""x"":1.84,""y"":2.82,""z"":-0.25},{""x"":0.19,""y"":3.37,""z"":-0.25}]",0.0,0.0
1467,"{""start"":{""x"":2.6,""y"":0.48,""z"":-0.25},""goal"":{""x"":0.16,""y"":0.14,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.4,2.29,-0.75],""max_corner"":[0.69,2.89,0.25],""size"":[0.29,0.6,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.02,2.44,-0.75],""max_corner"":[3.71,2.88,0.25],""size"":[0.69,0.44,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.45,1.21,-0.75],""max_corner"":[0.96,1.93,0.25],""size"":[0.51,0.72,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[3.09,1.23,-0.75],""max_corner"":[3.34,1.98,0.25],""size"":[0.25,0.74,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.4,2.29,-0.75],\""max_corner\"":[0.69,2.89,0.25],\""size\"":[0.29,0.6,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.02,2.44,-0.75],\""max_corner\"":[3.71,2.88,0.25],\""size\"":[0.69,0.44,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.45,1.21,-0.75],\""max_corner\"":[0.96,1.93,0.25],\""size\"":[0.51,0.72,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[3.09,1.23,-0.75],\""max_corner\"":[3.34,1.98,0.25],\""size\"":[0.25,0.74,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.6,""y"":0.48,""z"":-0.25},{""x"":0.16,""y"":0.14,""z"":-0.25}]","[{""x"":2.6,""y"":0.48,""z"":-0.25},{""x"":0.16,""y"":0.14,""z"":-0.25}]",0.0,0.0
1468,"{""start"":{""x"":1.49,""y"":0.73,""z"":-0.25},""goal"":{""x"":3.46,""y"":0.18,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.3,3.22,-0.75],""max_corner"":[1.98,3.73,0.25],""size"":[0.68,0.51,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.3,3.22,-0.75],\""max_corner\"":[1.98,3.73,0.25],\""size\"":[0.68,0.51,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.49,""y"":0.73,""z"":-0.25},{""x"":3.46,""y"":0.18,""z"":-0.25}]","[{""x"":1.49,""y"":0.73,""z"":-0.25},{""x"":3.46,""y"":0.18,""z"":-0.25}]",0.0,0.0
1469,"{""start"":{""x"":0.92,""y"":1.72,""z"":-0.25},""goal"":{""x"":3.42,""y"":3.83,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.95,3.38,-0.75],""max_corner"":[1.22,3.73,0.25],""size"":[0.28,0.35,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.33,2.57,-0.75],""max_corner"":[0.77,3.04,0.25],""size"":[0.44,0.47,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.95,3.38,-0.75],\""max_corner\"":[1.22,3.73,0.25],\""size\"":[0.28,0.35,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.33,2.57,-0.75],\""max_corner\"":[0.77,3.04,0.25],\""size\"":[0.44,0.47,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.92,""y"":1.72,""z"":-0.25},{""x"":3.42,""y"":3.83,""z"":-0.25}]","[{""x"":0.92,""y"":1.72,""z"":-0.25},{""x"":3.42,""y"":3.83,""z"":-0.25}]",0.0,0.0
1470,"{""start"":{""x"":0.35,""y"":0.82,""z"":-0.25},""goal"":{""x"":1.39,""y"":3.19,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.21,1.43,-0.75],""max_corner"":[1.69,1.92,0.25],""size"":[0.49,0.5,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.17,0.19,-0.75],""max_corner"":[3.46,0.73,0.25],""size"":[0.29,0.54,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.21,1.43,-0.75],\""max_corner\"":[1.69,1.92,0.25],\""size\"":[0.49,0.5,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.17,0.19,-0.75],\""max_corner\"":[3.46,0.73,0.25],\""size\"":[0.29,0.54,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.35,""y"":0.82,""z"":-0.25},{""x"":0.75,""y"":2.29,""z"":-0.25},{""x"":1.39,""y"":3.19,""z"":-0.25}]","[{""x"":0.35,""y"":0.82,""z"":-0.25},{""x"":0.7,""y"":2.31,""z"":-0.25},{""x"":1.39,""y"":3.19,""z"":-0.25}]",0.05255,0.077005
1471,"{""start"":{""x"":0.34,""y"":3.47,""z"":-0.25},""goal"":{""x"":2.86,""y"":0.81,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.77,1.68,-0.75],""max_corner"":[2.31,1.96,0.25],""size"":[0.54,0.28,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.94,0.8,-0.75],""max_corner"":[2.2,1.48,0.25],""size"":[0.26,0.68,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.44,1.45,-0.75],""max_corner"":[2.85,2.18,0.25],""size"":[0.42,0.74,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.56,2.31,-0.75],""max_corner"":[2.06,2.96,0.25],""size"":[0.49,0.65,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.77,1.68,-0.75],\""max_corner\"":[2.31,1.96,0.25],\""size\"":[0.54,0.28,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.94,0.8,-0.75],\""max_corner\"":[2.2,1.48,0.25],\""size\"":[0.26,0.68,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.44,1.45,-0.75],\""max_corner\"":[2.85,2.18,0.25],\""size\"":[0.42,0.74,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.56,2.31,-0.75],\""max_corner\"":[2.06,2.96,0.25],\""size\"":[0.49,0.65,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.34,""y"":3.47,""z"":-0.25},{""x"":1.02,""y"":0.71,""z"":-0.25},{""x"":1.65,""y"":0.23,""z"":-0.25},{""x"":2.33,""y"":0.27,""z"":-0.25},{""x"":2.65,""y"":0.42,""z"":-0.25},{""x"":2.86,""y"":0.81,""z"":-0.25}]","[{""x"":0.34,""y"":3.47,""z"":-0.25},{""x"":0.34,""y"":1.24,""z"":-0.25},{""x"":1.64,""y"":0.24,""z"":-0.25},{""x"":2.86,""y"":0.81,""z"":-0.25}]",0.361745,0.529074
1472,"{""start"":{""x"":2.84,""y"":0.82,""z"":-0.25},""goal"":{""x"":2.7,""y"":2.36,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.24,2.74,-0.75],""max_corner"":[1.52,3.41,0.25],""size"":[0.28,0.67,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.84,0.28,-0.75],""max_corner"":[1.54,0.86,0.25],""size"":[0.7,0.57,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.24,2.74,-0.75],\""max_corner\"":[1.52,3.41,0.25],\""size\"":[0.28,0.67,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.84,0.28,-0.75],\""max_corner\"":[1.54,0.86,0.25],\""size\"":[0.7,0.57,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.84,""y"":0.82,""z"":-0.25},{""x"":2.7,""y"":2.36,""z"":-0.25}]","[{""x"":2.84,""y"":0.82,""z"":-0.25},{""x"":2.7,""y"":2.36,""z"":-0.25}]",0.0,0.0
1473,"{""start"":{""x"":2.93,""y"":2.68,""z"":-0.25},""goal"":{""x"":0.62,""y"":0.34,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.31,0.76,-0.75],""max_corner"":[3.62,1.08,0.25],""size"":[0.31,0.32,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.4,1.35,-0.75],""max_corner"":[3.87,1.96,0.25],""size"":[0.47,0.61,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.31,0.76,-0.75],\""max_corner\"":[3.62,1.08,0.25],\""size\"":[0.31,0.32,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.4,1.35,-0.75],\""max_corner\"":[3.87,1.96,0.25],\""size\"":[0.47,0.61,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.93,""y"":2.68,""z"":-0.25},{""x"":0.62,""y"":0.34,""z"":-0.25}]","[{""x"":2.93,""y"":2.68,""z"":-0.25},{""x"":0.62,""y"":0.34,""z"":-0.25}]",0.0,0.0
1474,"{""start"":{""x"":1.68,""y"":0.71,""z"":-0.25},""goal"":{""x"":3.08,""y"":2.51,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.68,""y"":0.71,""z"":-0.25},{""x"":3.08,""y"":2.51,""z"":-0.25}]","[{""x"":1.68,""y"":0.71,""z"":-0.25},{""x"":3.08,""y"":2.51,""z"":-0.25}]",0.0,0.0
1475,"{""start"":{""x"":3.41,""y"":0.06,""z"":-0.25},""goal"":{""x"":1.77,""y"":3.9,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.02,0.73,-0.75],""max_corner"":[3.77,1.13,0.25],""size"":[0.74,0.4,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.77,2.68,-0.75],""max_corner"":[3.2,3.36,0.25],""size"":[0.43,0.68,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.02,0.73,-0.75],\""max_corner\"":[3.77,1.13,0.25],\""size\"":[0.74,0.4,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.77,2.68,-0.75],\""max_corner\"":[3.2,3.36,0.25],\""size\"":[0.43,0.68,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.41,""y"":0.06,""z"":-0.25},{""x"":2.11,""y"":0.18,""z"":-0.25},{""x"":1.77,""y"":3.9,""z"":-0.25}]","[{""x"":3.41,""y"":0.06,""z"":-0.25},{""x"":2.41,""y"":0.32,""z"":-0.25},{""x"":1.77,""y"":3.9,""z"":-0.25}]",0.282824,0.43181
